sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
882,,Default,simple,"Default Category,Default Category/Zabawki",base,"Samica hipopotama","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",27.9900,,,,"samica hipopotama","Samica hipopotama","Samica hipopotama","Samica hipopotama",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7104_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7104_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7104_small.jpg,,,,"10/26/18, 9:58 PM","10/26/18, 9:58 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7104_small.jpg,,,,,,,,,,,,
883,,Default,simple,"Default Category,Default Category/Zabawki",base,"Krokodyl nilowy","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",27.9900,,,,"krokodyl nilowy","Krokodyl nilowy","Krokodyl nilowy","Krokodyl nilowy",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7107_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7107_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7107_small.jpg,,,,"10/26/18, 9:58 PM","10/26/18, 9:58 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7107_small.jpg,,,,,,,,,,,,
884,,Default,simple,"Default Category,Default Category/Zabawki",base,"Bawół afrykański","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",27.9900,,,,"bawół afrykański","Bawół afrykański","Bawół afrykański","Bawół afrykański",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7111_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7111_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7111_small.jpg,,,,"10/26/18, 9:58 PM","10/26/18, 9:58 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7111_small.jpg,,,,,,,,,,,,
885,,Default,simple,"Default Category,Default Category/Zabawki",base,"Wielbłąd arabski (dromader)","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",27.9900,,,,"wielbłąd arabski (dromader)","Wielbłąd arabski (dromader)","Wielbłąd arabski (dromader)","Wielbłąd arabski (dromader)",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/f/7/f7113_small.jpg,,https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/f/7/f7113_small.jpg,,https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/f/7/f7113_small.jpg,,,,"10/26/18, 9:58 PM","10/26/18, 9:58 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
801,,Default,simple,"Default Category,Default Category/Puzzle",base,"W głębinach - Baby Classic","5 elementów","5 elementów",,1,"Taxable Goods","Catalog, Search",24.9900,,,,"w głębinach - baby classic","W głębinach - Baby Classic","W głębinach - Baby Classic","W głębinach - Baby Classic",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36055_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36055_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36055_small.jpg,,,,"10/26/18, 10:03 PM","10/26/18, 10:39 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36055_small.jpg,,,,,,,,,,,,
802,,Default,simple,"Default Category,Default Category/Puzzle",base,"Przysmaki - Baby Classic","5 elementów","5 elementów",,1,"Taxable Goods","Catalog, Search",24.9900,,,,"przysmaki - baby classic","Przysmaki - Baby Classic","Przysmaki - Baby Classic","Przysmaki - Baby Classic",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36056_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36056_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36056_small.jpg,,,,"10/26/18, 10:03 PM","10/26/18, 10:40 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36056_small.jpg,,,,,,,,,,,,
803,,Default,simple,"Default Category,Default Category/Puzzle",base,"Rainbow Forest I - Baby Classic","5 elementów","5 elementów",,1,"Taxable Goods","Catalog, Search",24.9900,,,,"rainbow forest i - baby classic","Rainbow Forest I - Baby Classic","Rainbow Forest I - Baby Classic","Rainbow Forest I - Baby Classic",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/0/9/096_36058_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36058_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36058_small.jpg,,,,"10/26/18, 10:03 PM","10/26/18, 10:40 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a8760609096_36058_small.jpg,,,,,,,,,,,,
641,,Default,simple,"Default Category,Default Category/Zabawki",base,"Waran z Komodo","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",21.9900,,,,"waran z komodo","Waran z Komodo","Waran z Komodo","Waran z Komodo",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/f/7/f7166_096_01_small.jpg,,https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/f/7/f7166_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7166_096_01_small.jpg,,,,"10/26/18, 10:09 PM","10/26/18, 11:41 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7166_096_01_small.jpg,,,,,,,,,,,,
561,,Default,simple,"Default Category,Default Category/Puzzle",base,"Spider-Man - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"spider-man - puzzle 4w1","Spider-Man - Puzzle 4w1","Spider-Man - Puzzle 4w1","Spider-Man - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434120_3d_box_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434120_3d_box_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434120_3d_box_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434120_3d_box_small.jpg,,,,,,,,,,,,
562,,Default,simple,"Default Category,Default Category/Puzzle",base,"Wakacje kucyków ","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"wakacje kucyków ","Wakacje kucyków ","Wakacje kucyków ","Wakacje kucyków ",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434153_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434153_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434153_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434153_small.jpg,,,,,,,,,,,,
563,,Default,simple,"Default Category,Default Category/Puzzle",base,"Przygody Peppy - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"przygody peppy - puzzle 4w1","Przygody Peppy - Puzzle 4w1","Przygody Peppy - Puzzle 4w1","Przygody Peppy - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434131_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434131_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434131_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434131_small.jpg,,,,,,,,,,,,
564,,Default,simple,"Default Category,Default Category/Puzzle",base,"Nemo - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"nemo - puzzle 4w1","Nemo - Puzzle 4w1","Nemo - Puzzle 4w1","Nemo - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434142_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434142_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434142_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434142_small.jpg,,,,,,,,,,,,
565,,Default,simple,"Default Category,Default Category/Puzzle",base,"Kraina lodu","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"kraina lodu","Kraina lodu","Kraina lodu","Kraina lodu",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434210_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434210_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434210_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434210_096_01_small.jpg,,,,,,,,,,,,
566,,Default,simple,"Default Category,Default Category/Puzzle",base,"Klinika dla pluszaków - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"klinika dla pluszaków - puzzle 4w1","Klinika dla pluszaków - Puzzle 4w1","Klinika dla pluszaków - Puzzle 4w1","Klinika dla pluszaków - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434234_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434234_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434234_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434234_096_01_small.jpg,,,,,,,,,,,,
567,,Default,simple,"Default Category,Default Category/Puzzle",base,"Wakacje Barbie - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"wakacje barbie - puzzle 4w1","Wakacje Barbie - Puzzle 4w1","Wakacje Barbie - Puzzle 4w1","Wakacje Barbie - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434241_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434241_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434241_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434241_096_01_small.jpg,,,,,,,,,,,,
568,,Default,simple,"Default Category,Default Category/Puzzle",base,Avengers,"35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,avengers,Avengers,Avengers,Avengers,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434245_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434245_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434245_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434245_096_01_small.jpg,,,,,,,,,,,,
569,,Default,simple,"Default Category,Default Category/Puzzle",base,"Wesoły dzień Zosi","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"wesoły dzień zosi","Wesoły dzień Zosi","Wesoły dzień Zosi","Wesoły dzień Zosi",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434247_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434247_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434247_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434247_096_01_small.jpg,,,,,,,,,,,,
570,,Default,simple,"Default Category,Default Category/Puzzle",base,"Podróże Peppy","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"podróże peppy","Podróże Peppy","Podróże Peppy","Podróże Peppy",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434246_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434246_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434246_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434246_096_01_small.jpg,,,,,,,,,,,,
571,,Default,simple,"Default Category,Default Category/Puzzle",base,"Dobry dinozaur - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"dobry dinozaur - puzzle 4w1","Dobry dinozaur - Puzzle 4w1","Dobry dinozaur - Puzzle 4w1","Dobry dinozaur - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434250_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434250_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434250_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434250_096_01_small.jpg,,,,,,,,,,,,
572,,Default,simple,"Default Category,Default Category/Puzzle",base,"Dobrzy kontra źli - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"dobrzy kontra źli - puzzle 4w1","Dobrzy kontra źli - Puzzle 4w1","Dobrzy kontra źli - Puzzle 4w1","Dobrzy kontra źli - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434263_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434263_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434263_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434263_096_01_small.jpg,,,,,,,,,,,,
573,,Default,simple,"Default Category,Default Category/Puzzle",base,"Z przyjaciółmi","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"z przyjaciółmi","Z przyjaciółmi","Z przyjaciółmi","Z przyjaciółmi",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434256_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434256_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434256_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434256_096_01_small.jpg,,,,,,,,,,,,
574,,Default,simple,"Default Category,Default Category/Puzzle",base,"Portrety - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"portrety - puzzle 4w1","Portrety - Puzzle 4w1","Portrety - Puzzle 4w1","Portrety - Puzzle 4w1",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/3/4/34258_096_01_small.jpg,,https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/3/4/34258_096_01_small.jpg,,https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/3/4/34258_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 11:47 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434258_096_01_small.jpg,,,,,,,,,,,,
575,,Default,simple,"Default Category,Default Category/Puzzle",base,"Przygody Scooby Doo - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"przygody scooby doo - puzzle 4w1","Przygody Scooby Doo - Puzzle 4w1","Przygody Scooby Doo - Puzzle 4w1","Przygody Scooby Doo - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434257_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434257_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434257_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 10:51 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434257_096_01_small.jpg,,,,,,,,,,,,
576,,Default,simple,"Default Category,Default Category/Puzzle",base,"Podwodne zabawy - Puzzle 4w1","35 elementów","35 elementów",,1,"Taxable Goods","Catalog, Search",20.9900,,,,"podwodne zabawy - puzzle 4w1","Podwodne zabawy - Puzzle 4w1","Podwodne zabawy - Puzzle 4w1","Podwodne zabawy - Puzzle 4w1",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434259_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434259_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434259_096_01_small.jpg,,,,"10/26/18, 10:13 PM","10/26/18, 10:51 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063434259_096_01_small.jpg,,,,,,,,,,,,
